vertex_id|name|category
754|Claudia Braun|Network-Science
755|Johann Rossi|Computational-Biology
756|Sebastian Holm|Theoretical-Physics
757|Wanda Klein|Applied-Mathematics
758|Ursula Pedersen|Computer-Science
759|Simone Braun|Molecular-Biology
760|Ingrid Nilsson|Organic-Chemistry
761|Gabriella Keller|Electrical-Engineering
762|Dirk Dubois|Mechanical-Engineering
763|Werner Ricci|Civil-Engineering
764|Sebastian Meyer|Economics
765|Valentin Rossi 2|Statistics
766|Mathieu Johansson|Bioinformatics
767|Rolf Schulz|Materials-Science
768|Pauline Lindberg|Environmental-Science
769|Karin Krueger|Astrophysics
770|Natalia Becker|Neuroscience
771|Nils Nilsson|Pharmacology
772|Damien Dahl|Genetics
773|Elena Dahl|Quantum-Computing
774|Wanda Rossi|Robotics
775|Valentin Becker|Data-Science
776|Lukas Ferrari 3|Machine-Learning
777|Wanda Hansen|Signal-Processing
778|Tobias Dubois|Thermodynamics
779|Mathieu Romano|Fluid-Dynamics
780|Natalia Schneider|Structural-Engineering
781|Katarina Schneider|Geophysics
782|Carla Hansen|Oceanography
783|Karin Krause|Meteorology
784|Sabine Berger|Nanotechnology
785|Thierry Berg|Photonics
786|Marcel Keller|Telecommunications
787|Greta Schmitt|Control-Systems
788|Rafael Karlsson|Biomedical-Engineering
789|Valentin Jensen|Nuclear-Physics
790|Wanda Frank|Particle-Physics
791|Fabien Moreau|Plasma-Physics
792|Margot Larsson 2|Condensed-Matter
793|Wanda Esposito|Mathematical-Logic
794|Katarina Richter|Cryptography
795|Francesca Meyer 2|Operations-Research
796|Claudia Becker 2|Network-Science
797|Rolf Rossi|Computational-Biology
798|Dirk Klein|Theoretical-Physics
799|Karin Wagner|Applied-Mathematics
800|Beatrice Schmitt|Computer-Science
801|Claudia Hartmann|Molecular-Biology
802|Xavier Olsson|Organic-Chemistry
803|Elisa Greco|Electrical-Engineering
804|Elisa Holm|Mechanical-Engineering
805|Marcel Russo|Civil-Engineering
806|Gabriella Keller 2|Economics
807|Isabella Braun|Statistics
808|Gabriella Greco|Bioinformatics
809|Rafael Marino 2|Materials-Science
810|Bernard Lund|Environmental-Science
811|Greta Poulsen|Astrophysics
812|Pauline Russo 2|Neuroscience
813|Alexander Bruno|Pharmacology
814|Christian Fischer|Genetics
815|Gabriella Martin|Quantum-Computing
816|Gabriella Laurent|Robotics
817|Elena Greco|Data-Science
818|Viktor Holm|Machine-Learning
819|Hans Russo|Signal-Processing
820|Emil Schmitt|Thermodynamics
821|Margot Laurent 2|Fluid-Dynamics
822|Thierry Olsson|Structural-Engineering
823|Helene Russo|Geophysics
824|Yves Colombo|Oceanography
825|Magnus Frank 2|Meteorology
826|Astrid Michel|Nanotechnology
827|Rolf Durand|Photonics
828|Bernard Keller|Telecommunications
829|Hans Madsen|Control-Systems
830|Fabien Ricci|Biomedical-Engineering
831|Pauline Schulz|Nuclear-Physics
832|Mathieu Bruno|Particle-Physics
833|Natalia Mueller|Plasma-Physics
834|Philippe Colombo 2|Condensed-Matter
835|Nikolai Lange|Mathematical-Logic
836|Leon Koch|Cryptography
837|Yves Persson|Operations-Research
838|Yvonne Ricci|Network-Science
839|Helene Eriksson 2|Computational-Biology
840|Elena Madsen|Theoretical-Physics
841|Carla Mueller|Applied-Mathematics
842|Nils Russo|Computer-Science
843|Sebastian Keller|Molecular-Biology
844|Leon Weber|Organic-Chemistry
845|Hans Bernard|Electrical-Engineering
846|Anton Schulz|Mechanical-Engineering
847|Katarina Romano|Civil-Engineering
848|Greta Svensson 2|Economics
849|Helene Zimmermann|Statistics
850|Viktor Wolf|Bioinformatics
851|Alexander Friedrich|Materials-Science
852|Helene Dahl|Environmental-Science
853|Christian Vogel|Astrophysics
854|Magnus Zimmermann|Neuroscience
855|Renata Koch|Pharmacology
856|Katarina Russo|Genetics
857|Sylvie Schulz|Quantum-Computing
858|Fabien Meyer|Robotics
859|Yves Meier|Data-Science
860|Greta Friedrich|Machine-Learning
861|Bruno Colombo|Signal-Processing
862|Zara Laurent|Thermodynamics
863|Ursula Rossi|Fluid-Dynamics
864|Karin Mueller|Structural-Engineering
865|Pauline Andersson|Geophysics
866|Sebastian Keller 2|Oceanography
867|Werner Persson|Meteorology
868|Astrid Frank|Nanotechnology
869|Greta Petit|Photonics
870|Oskar Vogel|Telecommunications
871|Simone Madsen|Control-Systems
872|Ulrike Lindberg|Biomedical-Engineering
873|Emil Hoffmann|Nuclear-Physics
874|Xavier Leroy|Particle-Physics
875|Renata Klein|Plasma-Physics
876|Johann Meier|Condensed-Matter
877|Gabriella Schneider|Mathematical-Logic
878|Bernard Dubois|Cryptography
879|Jacques Jensen|Operations-Research
880|Carla Rossi|Network-Science
881|Jacques Hartmann|Computational-Biology
882|Helene Hansen|Theoretical-Physics
883|Lukas Hoffmann|Applied-Mathematics
884|Ursula Schmitt|Computer-Science
885|Greta Bruno|Molecular-Biology
886|Yvonne Poulsen|Organic-Chemistry
887|Yves Michel|Electrical-Engineering
888|Viktor Lehmann|Mechanical-Engineering
889|Renata Becker|Civil-Engineering
890|Andreas Holm|Economics
891|Marcel Persson|Statistics
892|Jacques Persson 2|Bioinformatics
893|Ingrid Leroy|Materials-Science
894|Leon Berg|Environmental-Science
895|Xavier Richter 2|Astrophysics
896|Christian Berger|Neuroscience
897|Magnus Schmitt|Pharmacology
898|Hans Klein|Genetics
899|Elena Larsson|Quantum-Computing
900|Damien Koch|Robotics
901|Werner Esposito|Data-Science
902|Fabien Krause|Machine-Learning
903|Rolf Leroy|Signal-Processing
904|Bernard Lund 2|Thermodynamics
905|Zara Lange 2|Fluid-Dynamics
906|Karin Olsson|Structural-Engineering
907|Yves Leroy|Geophysics
908|Otto Becker|Oceanography
909|Hans Zimmermann|Meteorology
910|Leon Schmitt|Nanotechnology
911|Yves Schulz|Photonics
912|Natalia Fischer|Telecommunications
913|Leon Krueger|Control-Systems
914|Andreas Martin|Biomedical-Engineering
915|Dirk Nilsson|Nuclear-Physics
916|Pauline Lange|Particle-Physics
917|Bernard Schmitt 3|Plasma-Physics
918|Viktor Olsson|Condensed-Matter
919|Lukas Frank|Mathematical-Logic
920|Ingrid Klein|Cryptography
921|Karin Friedrich|Operations-Research
922|Damien Friedrich|Network-Science
923|Ulrike Hansen|Computational-Biology
924|Leon Johansson|Theoretical-Physics
925|Lena Schmitt|Applied-Mathematics
926|Lena Madsen|Computer-Science
927|Nils Holm|Molecular-Biology
928|Rolf Laurent|Organic-Chemistry
929|Simone Vogel|Electrical-Engineering
930|Karin Ferrari|Mechanical-Engineering
931|Francesca Fischer|Civil-Engineering
932|Petra Schulz 2|Economics
933|Nils Weber|Statistics
934|Wanda Madsen|Bioinformatics
935|Lena Frank|Materials-Science
936|Francesca Schneider|Environmental-Science
937|Greta Nilsson|Astrophysics
938|Margot Vogel|Neuroscience
939|Sebastian Vogel 2|Pharmacology
940|Lena Romano|Genetics
941|Mathieu Karlsson|Quantum-Computing
942|Hans Meier|Robotics
943|Renata Richter|Data-Science
944|Andreas Klein|Machine-Learning
945|Gabriella Hartmann|Signal-Processing
946|Greta Krueger|Thermodynamics
947|Jacques Richter|Fluid-Dynamics
948|Nikolai Karlsson|Structural-Engineering
949|Viktor Meyer|Geophysics
950|Ulrike Jensen|Oceanography
951|Mathieu Moreau 2|Meteorology
952|Nils Petit|Nanotechnology
953|Thierry Hoffmann|Photonics
954|Xavier Dubois|Telecommunications
955|Lena Friedrich 2|Control-Systems
956|Fabien Schmidt|Biomedical-Engineering
957|Sebastian Hoffmann|Nuclear-Physics
958|Mathieu Hartmann 2|Particle-Physics
959|Sylvie Lehmann|Plasma-Physics
960|Ingrid Berg|Condensed-Matter
961|Hugo Ricci|Mathematical-Logic
962|Werner Persson 2|Cryptography
963|Damien Michel 2|Operations-Research
964|Margot Berger|Network-Science
965|Jacques Russo|Computational-Biology
966|Nikolai Michel|Theoretical-Physics
967|Ana Schulz|Applied-Mathematics
968|Bruno Ferrari|Computer-Science
969|Margot Svensson 2|Molecular-Biology
970|Magnus Jensen|Organic-Chemistry
971|Thierry Marino|Electrical-Engineering
972|Ursula Dahl|Mechanical-Engineering
973|Thierry Meyer|Civil-Engineering
974|Andreas Lehmann|Economics
975|Rafael Richter|Statistics
976|Sylvie Bruno 2|Bioinformatics
977|Karin Wagner 2|Materials-Science
978|Ursula Andersson|Environmental-Science
979|Wanda Meier|Astrophysics
980|Felix Lund|Neuroscience
981|Zara Larsson|Pharmacology
982|Bernard Klein|Genetics
983|Wanda Ferrari|Quantum-Computing
984|Sebastian Schmitt 2|Robotics
985|Thierry Berg 2|Data-Science
986|Ulrike Koch|Machine-Learning
987|Marcel Esposito|Signal-Processing
988|Lukas Keller|Thermodynamics
989|Marie Rossi|Fluid-Dynamics
990|Alexander Michel|Structural-Engineering
991|Carla Dubois|Geophysics
992|Renata Moreau|Oceanography
993|Tobias Klein|Meteorology
994|Magnus Johansson|Nanotechnology
995|Lars Schneider|Photonics
996|Felix Hoffmann|Telecommunications
997|Yves Klein|Control-Systems
998|Pascal Moreau|Biomedical-Engineering
999|Ulrike Schmidt|Nuclear-Physics
1000|Sylvie Fischer|Particle-Physics
1001|Viktor Holm 2|Plasma-Physics
1002|Rolf Svensson|Condensed-Matter
1003|Isabella Schmitt|Mathematical-Logic
1004|Otto Hahn 2|Cryptography
