vertex_id|name|category
863|Jean Serrano|Postdoc
864|Marco Arenas|Postdoc
865|Elena Moreno|Postdoc
866|Martin Valverde|Postdoc
867|Hans Zhou|Postdoc
870|Boris Barabasi|Researcher
871|Stefan Dahl|Researcher
872|Pierre Guimera 2|Senior-Researcher
873|Umberto Danon 2|Researcher
874|Nadia Kaski|Researcher
877|Emilio Farkas|Researcher
878|Lei Karlsson|Researcher
879|Lucia Pedersen|Researcher
880|Fei Castellano|Researcher
881|Zoltan Kaski|Researcher
882|Katya Dahl|Postdoc
883|Robert Barabasi 2|Postdoc
884|Yuri Karlsson|Postdoc
885|Joanna Zhang|Postdoc
886|Umberto Chung|Postdoc
887|Hans Serrano|Postdoc
888|Marco Lund|Postdoc
889|Barbara Moore|Postdoc
890|Albert Bianconi|Postdoc
892|Nina Vicsek|Senior-Researcher
893|Jean Kertesz|Senior-Researcher
894|Robert Bollobas|Researcher
895|Michael Holm|Researcher
896|Igor Havlin|Researcher
897|Alex Fischer|Researcher
898|Christoph Fortunato|Researcher
899|Ralf Hansen|Researcher
900|Robert Zhang|Researcher
901|Cesar Boguna|Postdoc
902|Jean Karlsson|Postdoc
903|Ralf Chen|Postdoc
904|Alex Sneppen|Postdoc
905|Mikhail Bollobas|Postdoc
906|Fatima Bollobas 2|Postdoc
907|Giulia Liu|Postdoc
908|Javier Muller|Researcher
909|Xin Latora|Postdoc
910|Maria Valverde|Postdoc
911|Boris Radicchi|Postdoc
912|Takeshi Havlin|Senior-Researcher
913|Lei Jeong|Principal-Investigator
914|Sara Girvan|Senior-Researcher
915|Lucia Yan|Senior-Researcher
916|Daniel Maslov 2|Principal-Investigator
917|Daniel Maslov 3|Senior-Researcher
918|Gregor Palla|Postdoc
920|Giovanni Holm|Postdoc
921|Karl Zhang|Postdoc
922|Nadia Madsen|Postdoc
923|Nina Sneppen|Postdoc
924|Nadia Amaral|Postdoc
925|Fei Kertesz|Postdoc
926|Wei Zhang|Postdoc
927|Katya Yan|Researcher
929|Erik Madsen|Postdoc
930|Boris Newman|Postdoc
931|Anna Zhang 2|Principal-Investigator
932|Takeshi Girvan 2|Senior-Researcher
933|Mikhail Krioukov|Postdoc
934|Raj Serrano 2|Postdoc
935|Thomas Zhang|Researcher
936|Erik Watts|Researcher
937|Lucia Berg|Researcher
938|Xin Karlsson|Researcher
940|Victor Caldarelli 4|Postdoc
941|Gregor Zhang 2|Postdoc
942|Karl Kim 2|Postdoc
943|Maria Lu|Postdoc
944|Karl Bianconi|Senior-Researcher
945|Andrea Barthelemy|Senior-Researcher
946|Marco Bollobas|Postdoc
947|Nina Leicht|Researcher
948|Robert Boguna|Postdoc
949|Olga Dahl|Postdoc
950|Yasmin Sneppen|Postdoc
951|Marco Vicsek|Researcher
952|Beth Lu 2|Researcher
953|Hans Lund|Researcher
954|Luca Bollobas 2|Researcher
955|Boris Hansen|Postdoc
956|Vera Sole|Senior-Researcher
957|Adrian Bianconi|Postdoc
958|Martin Vicsek|Postdoc
959|Gregor Eriksson|Postdoc
960|Mei Dahl|Postdoc
961|Beth Fortunato|Postdoc
962|Yasmin Motter|Postdoc
963|Eva Porter|Researcher
964|Nadia Li|Researcher
965|Andrea Redner|Senior-Researcher
966|Nadia Palla|Senior-Researcher
967|Klaus Fortunato|Senior-Researcher
968|Joanna Mendes|Senior-Researcher
969|Petra Riordan 2|Senior-Researcher
970|Olga Barthelemy|Senior-Researcher
972|Nadia Barthelemy|Postdoc
973|Fatima Leicht|Senior-Researcher
974|Giovanni Dahl|Postdoc
975|Zhao Fischer|Postdoc
976|Maria Berg|Researcher
977|Luca Holme|Researcher
978|Lucia Sole|Postdoc
979|Michael Strogatz|Postdoc
980|Eva Karlsson 2|Postdoc
981|Lorenzo Holme|Postdoc
982|Fei Lu|Postdoc
983|Beth Fortunato 2|Researcher
984|Wolfgang Danon|Senior-Researcher
985|Anna Riordan 2|Researcher
986|Marco Amaral 2|Postdoc
987|Jean Hansen|Postdoc
988|Ivan Berg|Postdoc
989|Yuri Havlin|Postdoc
991|Paolo Palla|Postdoc
992|Anna Strogatz|Postdoc
993|Oliver Holm|Postdoc
994|Beth Chavez|Researcher
995|Mei Albert|Researcher
996|Eva Caldarelli|Researcher
997|Ingrid Castellano|Researcher
998|Oscar Palla|Researcher
999|Laura Lund|Postdoc
1000|Dmitri Dorogovtsev|Principal-Investigator
1002|Henrik Maslov|Researcher
1003|Anna Clauset|Researcher
1004|Yuri Eriksson|Researcher
1005|Maria Kertesz|Postdoc
1006|Fei Lancichinetti|Postdoc
1007|Anna Chavez 2|Postdoc
1008|Jean Boguna|Postdoc
1009|Daniel Kaski|Postdoc
1010|Adrian Onnela|Postdoc
1011|Katya Madsen|Postdoc
1012|Jean Radicchi|Postdoc
1013|Beth Danon|Postdoc
1014|Ralf Sneppen|Postdoc
1016|Henrik Kim|Researcher
1017|Luca Fortunato|Senior-Researcher
1018|Yuri Guimera|Senior-Researcher
1021|Oscar Lai|Researcher
1022|Niklas Jensen 2|Researcher
1023|James Albert|Researcher
1024|Zoltan Zhang|Postdoc
1025|Marco Bollobas 2|Postdoc
1026|Helena Mendes|Researcher
1027|Victor Poulsen|Postdoc
1028|Igor Jeong|Researcher
1029|Joanna Eriksson|Researcher
1030|Michael Song 2|Postdoc
1031|Gregor Chung|Postdoc
1032|Victor Holme 2|Postdoc
1033|Emilio Liu|Postdoc
1034|Barbara Onnela|Postdoc
1035|Mei Strogatz|Researcher
1036|Niklas Kaski|Postdoc
1037|Erik Yan|Postdoc
1038|Petra Boccaletti|Postdoc
1039|Wei Song 2|Postdoc
1040|Takeshi Chavez|Postdoc
1041|Javier Lu 2|Researcher
1042|Yasmin Zhou|Postdoc
1043|Raj Berg|Postdoc
1044|Michael Farkas|Postdoc
1045|Pierre Zhang|Postdoc
1046|Sergei Porter 2|Postdoc
1047|Zhao Chung|Researcher
1048|Carlos Fischer|Researcher
1049|Alex Maslov|Researcher
1050|Robert Lai|Researcher
1052|Laura Stanley|Postdoc
1053|Diana Dahl|Postdoc
1054|Erik Krioukov|Researcher
1055|Lei Krioukov|Postdoc
1056|Petra Holm|Researcher
1057|Paolo Maslov|Researcher
1058|Elena Albert|Researcher
1060|Franz Maslov|Principal-Investigator
1061|Ivan Albert|Senior-Researcher
1062|Umberto Hansen|Senior-Researcher
1063|Erik Arenas|Senior-Researcher
1064|Marco Clauset|Senior-Researcher
1065|Erik Redner|Senior-Researcher
1066|Hans Lund 2|Senior-Researcher
1067|Wolfgang Pedersen|Senior-Researcher
1068|Ivan Chung 2|Senior-Researcher
1069|Michael Valverde|Senior-Researcher
1070|Helena Bianconi|Senior-Researcher
1071|Dmitri Newman|Senior-Researcher
1072|Erik Bianconi|Senior-Researcher
1073|Takeshi Yan|Senior-Researcher
1074|Hans Moore|Postdoc
1078|Xin Madsen|Postdoc
1079|David Palla|Postdoc
1081|Erik Zhou|Postdoc
1082|David Palla 2|Postdoc
1083|Elena Poulsen|Postdoc
1084|Wolfgang Fortunato 2|Postdoc
1086|Carlos Motter|Postdoc
1087|Umberto Riordan 2|Researcher
1088|Raj Moore|Researcher
1089|Nadia Holm|Postdoc
1091|Yasmin Aiello 2|Researcher
1092|Michael Valverde 2|Researcher
1093|Alex Lund|Researcher
1094|Fei Danon|Researcher
1095|David Farkas|Researcher
1096|Ivan Radicchi|Researcher
1097|Klaus Boguna|Postdoc
1098|Elena Maslov 2|Postdoc
1099|Giovanni Chavez|Postdoc
1101|Katya Fischer|Postdoc
1102|Luca Song|Postdoc
1103|Laura Caldarelli|Postdoc
1105|Javier Newman|Senior-Researcher
1106|Mei Fortunato|Senior-Researcher
1107|Emilio Farkas 2|Principal-Investigator
1108|Igor Leicht|Senior-Researcher
1109|Adrian Boguna|Senior-Researcher
1110|Andrea Danon|Senior-Researcher
1111|David Muller|Senior-Researcher
1112|Daniel Holme|Senior-Researcher
1113|Elena Dahl|Senior-Researcher
1114|Victor Barrat|Postdoc
1115|Michael Kaski|Postdoc
1116|Giovanni Eriksson|Researcher
1117|Barbara Eriksson|Researcher
1118|Eva Sole|Researcher
1119|Javier Barthelemy|Researcher
1120|Luca Berg|Senior-Researcher
1121|Oliver Amaral|Postdoc
1122|Giovanni Moore|Postdoc
1123|Oscar Mendes|Postdoc
1124|David Girvan|Researcher
1125|Helena Krapivsky 2|Researcher
1127|Anna Serrano|Postdoc
1128|Beth Leicht|Postdoc
1129|Eva Dahl|Postdoc
1130|Marco Kertesz|Researcher
1131|Marco Chen|Postdoc
1132|Xin Muller|Postdoc
1133|Oscar Holme 2|Postdoc
1134|Carlos Song|Postdoc
1135|David Kim|Senior-Researcher
1136|Beth Porter 2|Researcher
1137|Andrea Lu|Researcher
1138|Clara Redner|Researcher
1139|Gregor Lai|Postdoc
1140|Sergei Sneppen|Postdoc
1141|Sara Barthelemy|Postdoc
1142|Ralf Boguna|Researcher
1145|Robert Redner|Principal-Investigator
1146|Takeshi Lu|Researcher
1147|Victor Castellano|Researcher
1148|Clara Leicht|Researcher
1149|Fatima Palla|Researcher
1150|Javier Thomsen|Researcher
1152|Oliver Holm 2|Senior-Researcher
1153|Daniel Sole|Senior-Researcher
1154|Peter Wang|Senior-Researcher
1155|Tatiana Lu|Senior-Researcher
1156|Robert Sole|Senior-Researcher
1157|Elena Faloutsos|Senior-Researcher
1158|Carlos Riordan|Senior-Researcher
1159|Igor Caldarelli|Senior-Researcher
1160|Thomas Albert|Senior-Researcher
1162|Fatima Barrat|Senior-Researcher
1163|Giulia Chung|Postdoc
1164|Albert Madsen|Postdoc
1165|Fei Boccaletti|Postdoc
1166|Diana Vespignani|Researcher
1167|Yuri Radicchi|Researcher
1168|David Castellano|Postdoc
1169|Karl Guimera|Postdoc
1170|Adrian Fortunato|Postdoc
1172|Karl Jensen|Postdoc
1175|Wolfgang Boguna 2|Postdoc
1176|Luca Castellano|Postdoc
1177|James Guimera 2|Postdoc
1178|Takeshi Onnela 2|Researcher
1180|Andrea Barrat|Researcher
1181|Laura Arenas|Researcher
1182|Cesar Boccaletti|Postdoc
1184|Henrik Stanley|Postdoc
1185|Sergei Clauset|Postdoc
1186|Boris Chung 2|Postdoc
1189|Yasmin Holme|Postdoc
1190|Mei Newman|Senior-Researcher
1191|Zhao Moreno|Senior-Researcher
1193|Lorenzo Bianconi|Postdoc
1194|Fatima Moore|Postdoc
1195|Jean Barthelemy|Researcher
1196|James Hansen|Researcher
1197|Mikhail Motter 2|Researcher
1198|Wei Clauset|Postdoc
1199|Mikhail Chavez|Postdoc
1200|Christoph Stanley|Postdoc
1201|Helena Lund|Principal-Investigator
1202|Wolfgang Barabasi|Senior-Researcher
1203|Paolo Moreno|Senior-Researcher
1204|Javier Song|Senior-Researcher
1205|Javier Newman 2|Senior-Researcher
1206|Wei Vespignani|Senior-Researcher
1207|Sergei Riordan|Senior-Researcher
1208|Petra Lund|Senior-Researcher
1209|Sara Dahl|Researcher
1210|Dmitri Thomsen|Researcher
1211|Lei Onnela|Researcher
1212|Thomas Holme|Researcher
1214|Paolo Holme|Researcher
1215|Zhao Madsen 3|Researcher
1216|James Faloutsos|Researcher
1217|Igor Kim|Researcher
1218|Dmitri Albert|Postdoc
1219|Carlos Barthelemy 2|Postdoc
1221|Erik Newman|Postdoc
1222|Alex Eriksson|Postdoc
1223|Klaus Pedersen|Postdoc
1224|Elena Caldarelli|Postdoc
1225|Cesar Barrat|Researcher
1226|Raj Albert|Postdoc
1227|Anna Muller|Postdoc
1228|Pierre Yan|Researcher
1229|Lucia Madsen|Researcher
1230|Ivan Zhou|Postdoc
1231|Hans Barrat|Postdoc
1232|Gregor Park|Postdoc
1233|Diana Chung|Postdoc
1234|Robert Jensen|Postdoc
1235|Sara Barthelemy 2|Postdoc
1236|Adrian Kertesz 2|Postdoc
1237|Julia Strogatz|Postdoc
1238|Yasmin Clauset|Postdoc
1239|Raj Thomsen|Postdoc
1240|Hiroshi Madsen|Postdoc
1241|Daniel Sneppen|Postdoc
1242|Hiroshi Danon|Postdoc
1243|Daniel Bianconi|Postdoc
1244|Oscar Clauset|Researcher
1245|Zhao Guimera|Researcher
1246|Lorenzo Kertesz 2|Researcher
1247|Katya Palla|Researcher
1248|Karl Barabasi|Postdoc
1249|Boris Yan|Postdoc
1250|Alex Sole|Postdoc
1251|Christoph Chen|Postdoc
1252|Yuri Redner|Postdoc
1253|Adrian Dahl|Postdoc
1254|Tatiana Barthelemy|Postdoc
1255|Takeshi Amaral|Researcher
1256|Henrik Faloutsos|Researcher
1257|Albert Holm|Researcher
1258|Fei Havlin|Postdoc
1259|Barbara Danon|Postdoc
1260|Wolfgang Vespignani 2|Postdoc
1261|Yuri Newman|Postdoc
1262|Marco Fortunato|Postdoc
1263|Diana Castellano|Researcher
1264|Boris Redner|Researcher
1265|Diana Castellano 2|Researcher
1266|Erik Wang|Researcher
1267|Takeshi Serrano|Researcher
1268|Hiroshi Sole 2|Postdoc
1270|Oscar Li 2|Postdoc
1271|Albert Madsen 2|Postdoc
1272|Diana Farkas|Postdoc
1273|Fei Valverde|Researcher
1274|Carlos Krioukov|Researcher
1275|Michael Serrano|Researcher
1276|Beth Wang 2|Researcher
1278|Oscar Sole|Senior-Researcher
1279|Laura Mendes|Researcher
1280|Yuri Caldarelli|Researcher
1281|Sergei Castellano|Researcher
1282|Albert Stanley 2|Researcher
1283|Javier Chung|Researcher
1286|Niklas Clauset|Senior-Researcher
1287|Ivan Lund|Researcher
1288|Zhao Poulsen|Researcher
1289|Lorenzo Thomsen|Researcher
1290|Wei Thomsen|Researcher
1292|Ralf Fischer|Postdoc
1293|Nina Karlsson|Postdoc
1294|Niklas Stanley|Researcher
1295|Paolo Karlsson|Researcher
1298|Lorenzo Havlin|Postdoc
1299|Christoph Lu|Postdoc
1303|David Strogatz|Postdoc
1304|Paolo Bollobas|Postdoc
1305|Beth Holme 2|Postdoc
1306|James Holme|Senior-Researcher
1307|Zhao Chen|Senior-Researcher
1308|Helena Radicchi|Senior-Researcher
1309|Luca Sneppen|Senior-Researcher
1310|Katya Chung|Postdoc
1311|Paolo Park|Postdoc
1312|Anna Boccaletti|Researcher
1313|Pierre Hansen 2|Researcher
1314|Beth Chung|Researcher
1315|Giulia Fortunato|Senior-Researcher
1316|Joanna Fischer|Researcher
1318|Vera Jensen|Postdoc
1320|Wei Havlin|Postdoc
1321|Alex Dorogovtsev|Postdoc
1322|Joanna Li|Postdoc
1323|Erik Barrat|Postdoc
1324|Klaus Arenas|Postdoc
1325|Klaus Lund|Postdoc
1326|Umberto Aiello|Postdoc
1327|Albert Havlin|Postdoc
1328|Wolfgang Castellano|Postdoc
1329|Igor Sole|Postdoc
1331|Dmitri Pedersen|Postdoc
1332|Mei Lund 2|Postdoc
1333|Ralf Arenas|Postdoc
1335|Ingrid Lancichinetti|Researcher
1336|Laura Kertesz|Researcher
1337|Erik Barabasi|Researcher
1338|James Zhou|Researcher
1339|Thomas Dahl|Postdoc
1341|Wolfgang Albert 4|Postdoc
1342|Wei Zhou 2|Researcher
1343|Diana Zhang|Postdoc
1344|Victor Park 2|Postdoc
1345|Nadia Moore|Postdoc
1346|Daniel Girvan 2|Postdoc
1347|Pierre Krapivsky|Postdoc
1348|Giovanni Barrat|Postdoc
1349|David Sneppen|Researcher
1350|Fei Havlin 2|Researcher
1351|Nadia Moore 2|Researcher
1352|James Barabasi|Researcher
1354|Peter Girvan|Postdoc
1355|Clara Wang|Postdoc
1356|Mei Barrat|Senior-Researcher
1357|Ingrid Amaral|Researcher
1358|Franz Leicht|Researcher
1359|Michael Krioukov|Postdoc
1360|Henrik Zhou|Postdoc
1361|Wolfgang Aiello|Researcher
1362|Emilio Jensen|Researcher
1363|Ralf Zhang|Postdoc
1364|Igor Yan|Researcher
1365|Robert Lu|Researcher
1366|Maria Hansen|Researcher
1367|Raj Guimera|Researcher
1368|David Havlin|Senior-Researcher
1369|Xin Moore|Senior-Researcher
1370|James Barabasi 2|Postdoc
1371|Niklas Watts 2|Postdoc
1372|Paolo Berg|Postdoc
1373|Alex Barabasi|Postdoc
1374|Xin Dorogovtsev 2|Postdoc
1375|Karl Barabasi 2|Postdoc
1376|Christoph Jensen|Postdoc
1377|Victor Chen|Postdoc
1378|Erik Li|Postdoc
1381|Tatiana Zhang|Postdoc
1384|Ivan Vespignani|Postdoc
1385|Erik Latora|Postdoc
1386|Anna Stanley|Postdoc
1387|Anna Clauset 2|Postdoc
1389|Julia Lund|Postdoc
1390|Clara Chavez|Postdoc
1391|Anna Barthelemy|Postdoc
1392|Fatima Holm|Postdoc
1394|Lucia Sole 2|Senior-Researcher
1395|Henrik Moreno|Senior-Researcher
1396|Henrik Berg|Senior-Researcher
1397|Robert Newman|Senior-Researcher
1398|Jean Chen|Postdoc
1399|Mikhail Palla|Researcher
1400|Takeshi Albert|Researcher
1401|Alex Arenas|Researcher
1402|Javier Radicchi|Researcher
1403|Wolfgang Holme|Researcher
1404|Wolfgang Barthelemy 3|Senior-Researcher
1405|Oliver Zhou 2|Senior-Researcher
1406|Lucia Zhang 2|Senior-Researcher
1407|Zoltan Vicsek|Senior-Researcher
1408|Luca Caldarelli|Senior-Researcher
1409|Hiroshi Havlin|Postdoc
1410|Pierre Lai 2|Postdoc
1411|Eva Chung|Researcher
1412|Lorenzo Porter 2|Postdoc
1413|Fatima Krapivsky|Researcher
1414|Emilio Dahl|Researcher
1415|Takeshi Lancichinetti 2|Researcher
1416|Oscar Poulsen|Researcher
1417|Niklas Barabasi|Researcher
1418|Martin Li|Postdoc
1419|Joanna Eriksson 2|Postdoc
1420|Mikhail Dorogovtsev|Researcher
1421|Wei Park|Researcher
1422|Martin Hansen|Researcher
1423|Dmitri Lancichinetti|Researcher
1424|Fei Barrat|Postdoc
1425|Gregor Redner|Postdoc
1426|Tatiana Chen|Postdoc
1427|Marco Hansen 2|Postdoc
1428|Peter Barrat|Postdoc
1429|Lucia Watts|Principal-Investigator
1430|Zoltan Madsen|Principal-Investigator
1431|Emilio Amaral 2|Principal-Investigator
1432|Nadia Clauset|Principal-Investigator
1433|Beth Kertesz 2|Principal-Investigator
1434|Robert Porter|Principal-Investigator
1435|James Onnela|Principal-Investigator
1436|Helena Kim|Principal-Investigator
1437|Ingrid Barrat|Principal-Investigator
1438|Wei Maslov|Principal-Investigator
1439|Fei Wang|Principal-Investigator
1440|Takeshi Yan 2|Principal-Investigator
1441|Mikhail Leicht|Principal-Investigator
1442|Christoph Jensen 2|Principal-Investigator
1443|Martin Mendes|Principal-Investigator
1444|Michael Vespignani 2|Principal-Investigator
1445|Erik Song|Principal-Investigator
1446|Martin Zhou|Principal-Investigator
1447|Fatima Havlin|Principal-Investigator
1448|Robert Dorogovtsev|Researcher
1449|Adrian Strogatz|Postdoc
1450|Ingrid Lund|Postdoc
1451|Lei Holm|Postdoc
1452|Zoltan Lund|Postdoc
1453|Maria Boccaletti|Postdoc
1454|Cesar Danon|Postdoc
1455|Javier Krioukov|Postdoc
1456|Martin Watts|Researcher
1457|Julia Bollobas 2|Researcher
1458|Albert Serrano|Researcher
1459|Adrian Karlsson|Researcher
1460|Igor Barthelemy 2|Researcher
1461|Klaus Barabasi|Postdoc
1464|Giulia Dorogovtsev|Senior-Researcher
1465|Laura Lai|Senior-Researcher
1466|Albert Eriksson|Senior-Researcher
1467|Robert Porter 2|Senior-Researcher
1468|Elena Aiello|Researcher
1469|Erik Bianconi 2|Researcher
1470|Sergei Dorogovtsev|Researcher
1471|Barbara Radicchi|Postdoc
1472|Lei Hansen|Postdoc
1473|Martin Krioukov|Postdoc
1474|Vera Vicsek 2|Postdoc
1475|Christoph Onnela|Postdoc
1476|Beth Moore|Postdoc
1477|Giovanni Mendes|Postdoc
1478|Erik Mendes|Postdoc
1479|Thomas Vicsek|Postdoc
1480|Daniel Serrano|Postdoc
1481|Lucia Barrat|Postdoc
1482|Oscar Albert|Postdoc
1483|Fatima Chung|Postdoc
1484|Alex Barrat|Postdoc
1485|Mikhail Lancichinetti|Postdoc
1486|Erik Holm|Postdoc
1487|Hans Chen|Postdoc
1488|Barbara Valverde|Postdoc
1489|Ingrid Aiello 2|Postdoc
1491|Giulia Hansen|Senior-Researcher
1492|Hiroshi Chung 2|Postdoc
1493|Julia Li|Senior-Researcher
1494|Karl Arenas|Postdoc
1495|Wei Danon|Postdoc
1496|Anna Sole 2|Postdoc
1497|Diana Barabasi 2|Postdoc
1498|Wei Radicchi 2|Postdoc
1500|Victor Fischer 2|Researcher
1501|Clara Krioukov|Researcher
1502|Ingrid Jensen|Researcher
1503|Franz Holme|Researcher
1504|Boris Latora|Senior-Researcher
1505|Zhao Boguna|Senior-Researcher
1506|Yuri Boguna|Senior-Researcher
1507|Lei Wang|Senior-Researcher
1508|Erik Fischer 2|Senior-Researcher
1509|Anna Lai|Senior-Researcher
1511|Mikhail Krapivsky|Postdoc
1512|Klaus Kim|Postdoc
1513|Joanna Song 2|Postdoc
1514|Luca Sneppen 2|Postdoc
1515|Olga Onnela 2|Researcher
1516|Helena Kaski 2|Researcher
1517|Dmitri Lund|Researcher
1518|Umberto Farkas|Researcher
1519|Joanna Madsen|Researcher
1520|Mei Hansen|Researcher
1522|Maria Onnela|Postdoc
1523|Mei Moore|Postdoc
1525|Igor Fischer 2|Postdoc
1526|Victor Kim|Postdoc
1529|Nadia Farkas|Postdoc
1530|Carlos Barrat|Postdoc
1531|Laura Kaski|Postdoc
1532|Nadia Krioukov|Postdoc
1533|Peter Guimera|Senior-Researcher
1534|Nadia Barthelemy 2|Senior-Researcher
1535|Stefan Boguna|Senior-Researcher
1536|Ivan Kertesz 2|Postdoc
1537|Beth Newman|Postdoc
1538|Marco Lund 2|Postdoc
1539|Anna Sole 3|Postdoc
1540|Helena Holme|Researcher
1541|Fei Dahl|Researcher
1542|Katya Albert|Researcher
1543|Yasmin Dorogovtsev|Postdoc
1544|Petra Amaral|Postdoc
1545|Niklas Song|Researcher
1546|Thomas Boguna 2|Researcher
1547|Franz Fortunato|Researcher
1548|Peter Kertesz|Researcher
1549|Gregor Lund 2|Postdoc
1550|Stefan Vicsek|Researcher
1551|Adrian Sole|Researcher
1553|Fei Palla|Researcher
1554|Barbara Watts|Researcher
1555|Elena Albert 2|Researcher
1556|Alex Krapivsky|Researcher
1557|Lorenzo Karlsson|Researcher
1558|Oscar Karlsson|Researcher
1560|Victor Onnela|Researcher
1561|Yuri Girvan|Researcher
1562|Clara Boguna 2|Senior-Researcher
1563|Fatima Danon|Senior-Researcher
1564|Adrian Barabasi|Senior-Researcher
1565|Petra Lu|Senior-Researcher
1566|Alex Girvan 2|Senior-Researcher
1567|Sara Lancichinetti|Senior-Researcher
1568|Anna Thomsen|Postdoc
1569|David Guimera|Postdoc
1570|Jean Barthelemy 2|Senior-Researcher
1571|Joanna Pedersen|Senior-Researcher
1572|Boris Valverde|Senior-Researcher
1573|Yasmin Watts|Senior-Researcher
1574|Sergei Chavez|Postdoc
1575|Diana Porter|Researcher
1576|Christoph Latora|Researcher
1577|Paolo Latora|Researcher
1578|Mei Madsen|Researcher
1579|Diana Palla|Postdoc
1580|Wei Moore|Postdoc
1581|Sergei Newman|Postdoc
1583|Karl Moore|Postdoc
1584|Jean Eriksson|Postdoc
1585|Niklas Holme|Postdoc
1586|Xin Caldarelli|Postdoc
1587|Umberto Watts 2|Postdoc
1588|Luca Chung|Postdoc
